time,water_depth_basin1,water_depth_basin2,orifice_setting,rain,forecast_low,forecast_high,forecast_int,water_depth_stream1_reported,water_depth_stream1_true,nn_active
2019-09-08 17:30,0.10452028884638859,0.04000049337126109,0.2499999999999999,0.0,361,361,0.0,0.018138376145133597,0.018138376145133597,0
2019-09-08 18:00,0.09907789118280463,0.03966578717602857,0.2499999999999999,0.0,361,361,0.0,0.0180114972914363,0.0180114972914363,0
2019-09-08 18:30,0.09390923064955524,0.0393350491518506,0.2499999999999999,0.0,361,361,0.0,0.01788533349537036,0.01788533349537036,0
2019-09-08 19:00,0.08904484642922987,0.03900820032739242,0.2499999999999999,0.0,361,361,0.0,0.017760092626597522,0.017760092626597522,0
2019-09-08 19:30,0.0845102601041539,0.03868524019492219,0.2499999999999999,0.0,361,361,0.0,0.01763602222729951,0.01763602222729951,0
2019-09-08 20:00,0.08032379589294839,0.03836623319622349,0.2499999999999999,0.0,361,361,0.0,0.017513396819007418,0.017513396819007418,0
2019-09-08 20:30,0.07649471310883689,0.038051295134686074,0.2499999999999999,0.0,361,361,0.0,0.017392501609014878,0.017392501609014878,0
2019-09-08 21:00,0.07302204615910943,0.037740578432467566,0.2499999999999999,0.0,361,361,0.0,0.017273613313362322,0.017273613313362322,0
2019-09-08 21:30,0.06989447427600953,0.03743425586692722,0.2499999999999999,0.0,361,361,0.0,0.017156979963478994,0.017156979963478994,0
2019-09-08 22:00,0.06709134540607456,0.03713250323811385,0.2499999999999999,0.0,361,361,0.0,0.01704280240471826,0.01704280240471826,0
2019-09-08 22:30,0.06458471074947336,0.03683548216311895,0.2499999999999999,0.0,361,361,0.0,0.016931220339585662,0.016931220339585662,0
